1997
BONA,TENA,CEAM,NHSA,SHSA,EURO,MIDE,NHAF,SHAF,BOAS,TEAS,SEAS,EQAS,AUST,Global
TEMF,0.00381128704,0.003470061824,0.0,0.0,0.054196334592,1.1614856e-05,3.1809358e-05,0.0,0.003199524352,0.0,0.006297145344,0.013327776768,0.0,0.689202003968,0.7735475279337234
DEFO,0.0,0.0,0.00677015296,0.040115544064,0.142066630656,0.0,0.0,0.817107894272,4.6756844e-05,0.0,0.0,0.020197400576,0.137056280576,0.08805965824,1.2514203473417154
PEAT,0.000202930624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020293060459338288
AGRI,0.004452134912,0.019904987136,0.031782066176,0.028335865856,0.114424332288,5.7769456e-05,0.000529373728,1.481643524096,0.027160633344,0.00010688064,0.016926370816,0.039034626048,0.013322438656,0.012323750912,1.7911410031355073
All sources,23.21520920148638,2.9262397557822033,3.5091612273690167,3.1920580200376545,48.62669193811839,0.8977928293139945,0.24729472064019026,68.42092314257006,87.3012545714598,42.29150546085,13.95342264620843,11.523947412248301,65.58901333273396,22.22464847175373,394.0310250873543

2003
BONA,TENA,CEAM,NHSA,SHSA,EURO,MIDE,NHAF,SHAF,BOAS,TEAS,SEAS,EQAS,AUST,Global
SAVA,7.789741e-06,0.007485694464,0.022298617856,0.135342112768,0.492073320448,0.000355769504,0.000296831712,19.994337345536,0.20972044288,0.000125843616,0.048525959168,0.336472866816,0.027625793536,0.220522020864,21.4953108622985
BORF,0.00242580608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6234616e-05,0.0,0.0,0.0,0.0,0.0024620407252787225
TEMF,0.00313736448,0.006543422976,3.3073158e-05,0.0,0.015900054528,0.000454648576,0.000184019968,0.0,0.005788121088,0.000567904896,0.13176635392,0.004200144384,0.0,0.076605120512,0.2451802335981633
DEFO,0.0,0.0,0.007005958656,0.115184943104,0.00811279872,0.0,0.0,0.567925604352,0.01038443008,0.0,0.07231889408,0.037878575104,0.011401296896,0.004021476096,0.834234013591051
PEAT,0.00022655968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6369105e-06,0.0,0.0,0.0,0.0,0.00023019659529011343
AGRI,3.1219524e-05,0.045460516864,0.046645792768,0.013188840448,0.05681733632,0.000776094144,0.000531914752,1.082165624832,0.030142332928,0.000409625056,0.040304828416,0.118678806528,0.008782903296,0.0098179584,1.4538589370094528
All sources,14.536749828417628,2.7724478894709903,10.871072557618,9.330444954229632,39.78855227092879,1.6495813024969865,0.30783377122098887,61.33435697726273,91.27698352934809,73.55810250898166,10.713986987683521,13.349774074606735,16.784252852028708,18.15726175846096,364.52707932070444

2004
BONA,TENA,CEAM,NHSA,SHSA,EURO,MIDE,NHAF,SHAF,BOAS,TEAS,SEAS,EQAS,AUST,Global
SAVA,0.0,0.011754172416,0.030148653056,0.375897686016,0.738302296064,0.000927515264,0.000876301952,15.977122103296,0.144490053632,0.000567703168,0.060119871488,0.979807895552,0.04931749888,1.035660951552,19.405204652676925
BORF,0.002622966272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000860431232,0.001831817728,0.0,0.0,0.0,0.005315215326972769
TEMF,0.002113305344,0.00725354752,0.000994168192,0.0,0.025999499264,0.000801342272,0.0,0.0,0.001718891776,0.005059472384,0.17819877376,0.01634009088,0.0,0.039673827328,0.2781529208428332
DEFO,0.0,0.0,0.002102088064,0.094816509952,0.09934958592,0.0,0.0,0.566949052416,0.0,0.0,0.188360998912,0.470866722816,0.025023721472,0.009987045376,1.4574557436313196
